"Linguistic trait","LinguistictraitID","Linguistic components"
"ednò","38397",""
"**","38396",""
"карпузка","38395",""
"пуф","38394",""
"də","38393",""
"da","38392",""
"stàri","38389",""
"rodòpski","38390",""
"màndži","38391",""
"pràili","38388",""
"потквася","38387",""
"màndžite","38386",""
"порежа","38385",""
"шавам","38384",""
"спъвам","38383",""
"стрижа","38382",""
"чилик","38381",""
"омеля","38380",""
"теклен","38379",""
"намокря","38378",""
"върху","38377",""
"шестнадесет","38376",""
"мокря","38375",""
"къс","38373",""
"брадва","38372",""
"пресичам","38371",""
"гювеч","38370",""
"купа","38369",""
"коленце","38368",""
"столче","38367",""
"насядам","38365",""
"объл","38364",""
"паралия","38363",""
"дотогава","38362",""
"люлка","38360",""
"отуча","38359",""
"квася","38358",""
"разбия","38357",""
"поизтина","38355",""
"надробя","38354",""
"оплавя","38353",""
"възвря","38352",""
"купчинка","38348",""
"нисък","38347",""
"коса","38346",""
"мъкна","38345",""
"повлека","38344",""
"изора","38343",""
"кордисам","38340",""
"ко","38339",""
"чифт","38338",""
"мулешки","38337",""
"размина","38336",""
"Бачково","38335",""
"магазинер","38334",""
"уха","38333",""
"Пловдив","38332",""
"придвижвам","38331",""
"увра","38330",""
"палешник","38329",""
"мухлясвам","38328",""
"клет","38327",""
"намятам","38326",""
"наквася","38325",""
"рухо","38324",""
"метлач","38323",""
"омета","38322",""
"жар","38321",""
"горе долу","38320",""
"лочка","38319",""
"мухлясам","38318",""
"одбавям","38317",""
"доволен","38316",""
"снахище","38315",""
"мари","38314",""
"еди къде","38313",""
"некръвен","38312",""
"родство","38311",""
"кръвен","38310",""
"помисля","38309",""
"впечатление","38308",""
"действителен","38307",""
"снаха","38306",""
"съпруг","38305",""
"старче","38304",""
"грозен","38303",""
"помена","38301",""
"спомена","38300",""
"случай","38299",""
"използвам","38298",""
"мухабет","38297",""
"следвам","38296",""
"завися","38295",""
"важен","38293",""
"смятам","38292",""
"число","38291",""
"част","38288",""
"обясня","38287",""
"отсъствам","38286",""
"бъдещ","38285",""
"извършвам","38284",""
"момент","38283",""
"погреба","38282",""
"погребвам","38281",""
"подсказвам","38279",""
"ашуре","38275",""
"ùs'əm","38274",""
"курбан байрам","38273",""
"òrətə","38272",""
"Vŭrbina 3: 20","38263",""
"n’èməme","38261",""
"mìškine","38262",""
"mìški","38259",""
"Vŭrbina 3: 19","38260",""
"Vŭrbina 3: 18","38258",""
"glèdaxte","38256",""
"kòtki","38257",""
"prəš’ìm","38254",""
"Vŭrbina 3: 17","38255",""
"Vŭrbina 3: 16","38253",""
"prəš’ìme","38251",""
"kətu","38252",""
"ədnɤ̀ž","38250",""
"vəzrìvə","38246",""
"prə","38247",""
"pràime			","38248",""
"Vŭrbina 3: 15","38249",""
"Vŭrbina 3: 14","38245",""
"zàruvì","38241",""
"mìni","38242",""
"wòprəš’i","38243",""
"nòlku","38244",""
"esòlku","38237",""
"nədəl’è̝č’e","38238",""
"nəpùskəme","38239",""
"vòl’ven’e","38231",""
"stòr’ət","38232",""
"brəlà","38233",""
"min’ème","38234",""
"pòslet","38235",""
"Vŭrbina 3: 12","38236",""
"Vŭrbina 3: 11","38230",""
"s’èjət","38227",""
"kərtòfine","38228",""
"kumpɨ̀r’ə","38229",""
"Vŭrbina 3: 10","38226",""
"Vŭrbina 3: 9","38225",""
"pràvili","38224",""
"Vŭrbina 3: 8","38223",""
"kəsu","38218",""
"es’à","38219",""
"kòrine","38220",""
"dunesɤ̀t","38221",""
"nətwòč’eni","38222",""
"dv’è","38213",""
"visòke","38214",""
"nìsku","38215",""
"kinà","38216",""
"Vŭrbina 3: 7","38217",""
"Vŭrbina 3: 6","38212",""
"təvɤ̀nə","38208",""
"kləd’è̝š’","38209",""
"kòri","38210",""
"stòrim’e","38211",""
"ubɤ̀rkvəž","38207",""
"на ръка","38205",""
"ферма","38204",""
"доячка","38202",""
"Vŭrbina 3: 5","38201",""
"nəstɤ̀rž’eme","38195",""
"sugàni","38196",""
"gləvìci","38197",""
"stɤ̀rž’eme","38198",""
"nis","38199",""
"kumpɨ̀r’ən","38200",""
"столчек","38194",""
"източа","38191",""
"аглък","38190",""
"виме","38189",""
"кинато","38187",""
"Vŭrbina 3: 4","38186",""
"stərgəlcà","38183",""
"nəstɤ̀rž’eme","38184",""
"ub’è̝lime","38185",""
"kumpɨ̀rjen","38181",""
"kl’ɨ̀n","38182",""
"чул","38179",""
"барем","38178",""
"безсрамник","38177",""
"озлобя","38175",""
"награбя","38174",""
"регулация","38173",""
"яце","38172",""
"мисирчен","38170",""
"мисирлик","38169",""
"личен","38168",""
"рядък","38166",""
"изваря","38165",""
"изцедя","38164",""
"преса","38163",""
"обеля","38162",""
"sirmàški","38161",""
"захарен","38160",""
"петмез","38159",""
"шекерев","38158",""
"фасулен","38157",""
"патладжан","38154",""
"домат","38153",""
"компир","38152",""
"махна","38151",""
"откакто","38150",""
"врит","38149",""
"одвея","38145",""
"пръчка","38144",""
"търла","38142",""
"зарасна","38140",""
"барчина","38139",""
"грах","38138",""
"мисир","38137",""
"захващам","38136",""
"оплеша","38135",""
"oplɛ̀ši","38134",""
"tùra*","38133",""
"ɤràsa","38132",""
"крехчина","38131",""
"навпавам","38130",""
"врял","38129",""
"червя","38128",""
"лятос","38127",""
"Vŭrbina 3: 3","38126",""
"Vŭrbina 3: 1","38125",""
"Vŭrbina  a","38124",""
"Vŭrbina 3: 2","38123",""
"č’e","38120",""
"kàže","38121",""
"l’ɤ̀snu","38122",""
"напляскам","38119",""
"пляскам","38118",""
"привпаам","38117",""
"лотка","38116",""
"запечатя","38115",""
"дробина","38114",""
"разчуря","38113",""
"заплескам","38112",""
"ръся","38111",""
"парченце","38110",""
"седешком","38109",""
"бабица","38107",""
"месчина","38106",""
"дроб","38105",""
"рибица","38104",""
"дробка","38103",""
"мас","38102",""
"колак","38101",""
"черво","38100",""
"сменка","38099",""
"корем","38098",""
"тъкмо","38097",""
"разрежа","38096",""
"чуден","38095",""
"сапун","38093",""
"окадя","38092",""
"изцървя","38091",""
"козина","38090",""
"отплеша","38089",""
"стържа","38088",""
"тронка","38087",""
"дипло","38086",""
"машинка","38084",""
"разфасовам","38083",""
"гуде","38082",""
"зимъс","38081",""
"хулиган","38080",""
"изгорявам","38079",""
"запалвам","38078",""
"вeртолет","38077",""
"адрес","38076",""
"спася","38075",""
"инак","38074",""
"километър","38073",""
"коджа","38072",""
"Драго","38071",""
"картофен","38068",""
"каша","38067",""
"колиба","38066",""
"поведа","38065",""
"часовник","38064",""
"артист","38063",""
"втикна","38062",""
"поляна","38061",""
"Русия","38060",""
"руснак","38059",""
"оръдие","38058",""
"малко","38057",""
"американец","38056",""
"англичанин","38055",""
"отнема","38053",""
"udvìjem’ə","38052",""
"наближавам","38051",""
"рожден","38050",""
"каил","38049",""
"гледачка","38048",""
"кадънка","38047",""
"писмо","38046",""
"министър","38045",""
"запозная","38044",""
"такова","38042",""
"брезент","38041",""
"одеяло","38040",""
"открия","38039",""
"половина","38038",""
"метър","38037",""
"блестулка","38036",""
"спра","38035",""
"безумен","38034",""
"шмайзер","38033",""
"вкепам","38032",""
"вкепа","38031",""
"отподире","38030",""
"колче","38029",""
"Муамар","38028",""
"въз","38027",""
"камион","38026",""
"Португалия","38025",""
"инженерка","38024",""
"комунист","38023",""
"четиристотин","38022",""
"фашист","38021",""
"див","38020",""
"билет","38019",""
"сметка","38018",""
"аероплан","38017",""
"пътувам","38016",""
"отпуска","38015",""
"отту","38014",""
"мразя","38013",""
"арабин","38012",""
"техник","38011",""
"Варна","38010",""
"врачка","38009",""
"седемдесет","38008",""
"бандит","38007",""
"държава","38006",""
"Безерлик","38005",""
"себе","38004",""
"исъхна","38003",""
"изменя","38002",""
"орач","38001",""
"стогодишен","38000",""
"znàiš","37998",""
"nəli","37997",""
"pul’ètu","37994",""
"vrèmi","37993",""
"rəbòtili","37992",""
"vɤ̀zrəsen","37990",""
"vɤ̀preki.če","37989",""
"prudəlž’àvəm","37988",""
": 2","37987",""
"prudəlž’àvəm","37983",""
"rəbòt’e","37984",""
"vɤ̀preki.če","37985",""
"vɤ̀zrəsen","37986",""
"u̥prəžn’àvəm","37982",""
"u̥prəžn’àvəm","37981",""
": 2","37980",""
"u̥prəžn’àvəm","37977",""
"dècki","37978",""
"c’àlijə","37979",""
"тогаз","37976",""
"никакъв","37975",""
"позавъртя","37974",""
"бълха","37973",""
"завалявам","37972",""
"kàzəli","37971",""
"каилен","37970",""
"нищичко","37969",""
"помоля","37968",""
"наколя","37966",""
"гробища","37965",""
"f.kɤ̀šti","37964",""
"петстотин","37963",""
"осемстотин","37962",""
"pičàhmi","37961",""
"вир","37959",""
"къпя","37957",""
"пиздица","37956",""
"ма","37954",""
"zapìsvət","37953",""
"признавам","37952",""
"Golica 5: 38","37951",""
"ban’d’ì","37948",""
"šmàjzere","37949",""
"mɛ̀r","37950",""
"возитба","37947",""
"Мариона","37946",""
"мамул","37945",""
"прах","37944",""
"амен","37943",""
"бивам","37942",""
"паря","37941",""
"пясък","37940",""
"бой","37939",""
"пера","37938",""
"оквася","37937",""
"кръщавам","37936",""
"писар","37935",""
"пред","37934",""
"кръстя","37933",""
"молебие","37932",""
"заваля","37931",""
"всякак","37930",""
"небе","37920",""
"болтченце","37919",""
"завъртя","37918",""
"болтче","37917",""
"възгъна","37916",""
"забравям","37915",""
"измодя","37914",""
"еркечки","37913",""
"еркечански","37912",""
"голишки","37911",""
"пек","37910",""
"разходка","37909",""
"горкият","37908",""
"Еркеч","37907",""
"Козичино","37906",""
"бензин","37898",""
"Коледа","37896",""
"едновремешен","37890",""
"накажа","37889",""
"поглеждам","37888",""
"душа","37887",""
"удавя","37886",""
"undefined","37885",""
"mnògo","37881",""
"razkàzvaš","37882",""
"takòva","37883",""
"Mogilica 2: 2","37884",""
"Mogilica 2: 1","37880",""
"kənà ","37878",""
"kənà ","37879",""
"seà","37877",""
"kàza *","37876",""
"kàza","37875",""
"пет-шеснайсет","37873",""
"pet.šesnàese","37872",""
"мизерен","37871",""
"западна","37870",""
"дърт","37869",""
"курназея","37868",""
"màlkata","37867",""
"sàmo","37866",""
"каращисам","37865",""
"лъжица","37863",""
"мезе","37862",""
"уведа","37861",""
"задуша","37860",""
"вря","37859",""
"забела","37858",""
"глинен","37857",""
"Malevo/Asg 2: 1","37856",""
"tòu","37850",""
"zənəjɛ̀t","37851",""
"u̥prəžn’àvəm","37852",""
"dècki","37853",""
"c’àlijə","37854",""
"živòt","37855",""
"kənà","37846",""
"pìt","37847",""
"kənà","37848",""
"еднаж","37845",""
"двоен","37844",""
"лодка","37843",""
"кромид","37842",""
"кавърдисам","37841",""
"Kolju Marinovo k","37840",""
"m’èsim","37839",""
"l’abə","37838",""
"Kolju Marinovo e","37837",""
"l’àbə","37836",""
"vudenìcə̥ta","37835",""
"vrɤ̀bnica*","37834",""
"запечатам","37833",""
"крехък","37832",""
"Oborište 2: 144","37831",""
"Oborište 2: 143","37830",""
"Oborište 2: 142","37829",""
"c’àla","37828",""
"Oborište 2: 141","37827",""
"Oborište 2: 140","37826",""
"Oborište 2: 139","37825",""
"tùka	","37824",""
"Oborište 2: 138","37823",""
"Oborište 2: 137","37822",""
"n’àməme","37821",""
"čitàlišteto","37819",""
"Oborište 2: 136","37820",""
"Oborište 2: 135","37818",""
"cìgane","37817",""
"Oborište 2: 134","37816",""
"Oborište 2: 133","37815",""
"pravìle","37814",""
"Oborište 2: 132","37813",""
"n’àkoj","37810",""
"fàštat","37811",""
"cìganče","37812",""
"Oborište 2: 131","37809",""
"Oborište 2: 130","37808",""
"Oborište 2: 129","37807",""
"Oborište 2: 128","37806",""
"Oborište 2: 127","37805",""
"momìčenca","37804",""
"Oborište 2: 126","37803",""
"Oborište 2: 125","37802",""
"Oborište 2: 124","37801",""
"poslèdnoto","37800",""
"Oborište 2: 123","37799",""
"Oborište 2: 122","37798",""
"Oborište 2: 121","37797",""
"rodìlo","37795",""
"pòsle		","37796",""
"s’àko","37792",""
"vàjdudùlka","37793",""
"Oborište 2: 120","37794",""
"Oborište 2: 119","37791",""
"dudùlkata","37790",""
"Oborište 2: 118","37789",""
"Oborište 2: 117","37788",""
"iznòsi","37785",""
"kotèla","37786",""
"zalìva		","37787",""
"izùlica","37781",""
"vuzùlica","37782",""
"vàjdudulè","37783",""
"Oborište 2: 116","37784",""
"Oborište 2: 115","37780",""
"poletèla","37778",""
"peperùga","37779",""
"капама","37777",""
"кажел","37776",""
"чекан","37775",""
"увря","37774",""
"наваря","37773",""
"оливам","37772",""
"Oborište 2: 114","37771",""
"dàj","37770",""
"vàj","37767",""
"vàjdudule","37768",""
"Oborište 2: 113","37769",""
"Oborište 2: 112","37766",""
"Oborište 2: 111","37765",""
"Oborište 2: 110","37764",""
"dàj","37763",""
"pèete","37761",""
"Oborište 2: 109","37762",""
"тенджера","37760",""
"цвекло","37759",""
"туршия","37758",""
"ястие","37757",""
"кървавица","37756",""
"сланина","37755",""
