"Lexeme","LexemeID","Lexical traits","Note"
"джуруляк","33817","",""
"широчък","33816","",""
"ки","33815","Turkish loan, dialectal lexeme",""
"буталка","33814","dialectal lexeme",""
"подквася","33813","",""
"прасе","33812","",""
"цедилник","33811","",""
"казан","33810","",""
"сиря","33809","",""
"суроватка","33808","",""
"прецеждам","33807","",""
"азма","33806","dialectal lexeme",""
"тензух","33722","",""
"торба","33721","Turkish loan",""
"цвик","33720","",""
"избистря","33719","",""
"подсиря","33718","",""
"стина","33717","",""
"капка","33716","",""
"кило","33715","",""
"всякога","33714","",""
"сирище","33713","",""
"подсирвам","33712","",""
"Стоян","33711","",""
"мия","33710","",""
"жежък","33709","dialectal lexeme",""
"засипя","33708","",""
"огнище","33707","",""
"глина","33706","",""
"погача","33705","",""
"наведнъж","33704","",""
"вадя","33703","",""
"въглен","33702","",""
"редя","33701","",""
"плочка","33700","",""
"наградя","33699","",""
"навънка","33698","",""
"напаля","33697","",""
"месал","33696","Greek loan",""
"развалям","33695","",""
"втасам","33694","Greek loan",""
"шупна","33693","",""
"чеснов.лук","33691","",""
"иззема","33424","",""
"турта","33423","Greek loan",""
"омеся","33422","",""
"рецепта","33421","",""
"стена","33419","",""
"сянка","33418","",""
"мухъл","33417","",""
"самун","33416","Turkish loan",""
"опека","33415","",""
"утрин","33414","",""
"изхвърлям","33106","",""
"колело","33105","",""
"стигна","33104","",""
"април","33103","",""
"есени","33102","",""
"също","33101","",""
"пролети","33100","dialectal lexeme",""
"студ","33099","",""
"вършина","33098","",""
"рало","33097","",""
"завлека","33096","",""
"насея","33095","",""
"бразда","33094","",""
"насевница","33093","",""
"шиник","33092","Greek loan",""
"икиндия","33091","Turkish loan, dialectal lexeme",""
"докъде","33090","",""
"обързя","33089","dialectal lexeme",""
"значи","33088","",""
"омеля","32935","",""
"шмиргел","32934","",""
"камък","32933","",""
"суша","32932","",""
"простирам","32931","",""
"крия","32930","",""
"мазе","32929","Turkish loan",""
"зимник","32928","",""
"подавам","32927","",""
"кош","32926","",""
"отгрибам","32925","",""
"плевня","32924","",""
"нахвърлям","32923","",""
"отбера","32922","",""
"сещам","32826","",""
"ваш","32825","",""
"опитен","32824","",""
"насред","32823","",""
"стожер","32822","",""
"тръсвам","32821","",""
"оградя","32819","",""
"вкарам","32818","",""
"уловя","32817","",""
"принеса","32816","",""
"мъчен","32792","",""
"намалявам","32791","",""
"овърша","32790","",""
"постарому","32789","",""
"вакът","32788","Turkish loan, dialectal lexeme",""
"ожъна","32787","",""
"зет","32786","",""
"щерка","32785","",""
"чорбаджийски","32784","",""
"тегло","32783","",""
"мъка","32782","",""
"ръкойка","32781","",""
"сърдя","32780","",""
"Дика","32779","",""
"харен","32778","Greek loan",""
"мешам","32777","",""
"курва","32700","",""
"байчо","32699","",""
"Недко","32698","",""
"изправя","32697","",""
"улица","32696","",""
"зарежа","32695","",""
"оттук","32694","",""
"зъболекар","32693","compound, markedly standard lexeme",""
"Стоянов","32692","",""
"Събо","32691","",""
"бъбря","32690","",""
"из","32689","",""
"дремя","32688","",""
"отдавна","32687","",""
"точен","32686","",""
"Господина","32685","",""
"бояджия","32684","Turkish loan",""
"еднакъв","32683","",""
"определям","32682","",""
"белишки","32681","",""
"граждански","32680","",""
"тукашен","32679","",""
"постат","32678","",""
"чекъм","32677","Turkish loan",""
"треперя","32676","",""
"трепя","32675","",""
"кусам","32674","",""
"оцет","32673","Balkan Latin loan",""
"счукам","32672","",""
"гаванка","32671","",""
"жега","32670","",""
"извара","32669","",""
"скачкив","32668","dialectal lexeme",""
"чесън","32667","",""
"десетина","32666","",""
"гара","32658","",""
"Ихтиман","32657","",""
"наглася","32656","",""
"тьркало","32527","",""
"постилам","32440","",""
"унищожа","32439","",""
"другарка","32438","",""
"широк","32404","",""
"игла","32403","",""
"фланела","32402","Greek loan",""
"употребя","32401","",""
"доизсъхна","32400","",""
"мятам","32399","",""
"снемам","32398","",""
"изсъхна","32397","",""
"опъна","32396","",""
"потапям","32395","",""
"гранка","32394","",""
"равен","32393","",""
"вилица","32392","",""
"бастунен","32391","","derived from бастун"
"мотовилка","32390","",""
"мотая","32389","",""
"буторясвам","32388","dialectal lexeme",""
"чест","32387","",""
"подместя","32386","",""
"благодаря","32385","compound",""
"браво","32384","",""
"страдам","32383","",""
"изуча","32382","",""
"ослушам","32381","",""
"рахат","32380","Turkish loan",""
"помина","32379","",""
"мераклия","32378","Turkish loan",""
"земляк","32377","",""
"Градево","32376","",""
"понасям","32375","",""
"плаша","32372","",""
"току.що","32371","",""
"пенсионер","32370","",""
"просто","32369","",""
"бог","32368","",""
"ток","32367","",""
"данък","32366","",""
"уплашвам","32365","",""
"друго","32364","",""
"презиме","32363","",""
"певец","32360","",""
"оперен","32359","markedly standard lexeme",""
"академия","32358","markedly standard lexeme",""
"музикален","32357","",""
"поделение","32356","",""
"освободя","32355","",""
"решение","32354","",""
"хитър","32353","",""
"улав","32352","dialectal lexeme",""
"висок","32351","",""
"танцьор","32350","",""
"зала","32349","",""
"изрева","32348","",""
"гол","32347","",""
"сто","32346","",""
"селски","32345","",""
"все едно","32344","",""
"гърда","32343","",""
"въздух","32342","",""
"набера","32341","",""
"камертон","32340","markedly standard lexeme",""
"задомя","32339","",""
"разбирам","32338","",""
"семейство","32235","",""
"осми","32232","",""
"деветстотин","32231","",""
"седем","32229","",""
"трудя","32227","",""
"убежище","32224","",""
"немотия","32219","",""
"сиромашия","32218","",""
"фъстък","32211","Turkish loan",""
"килограм","32210","",""
"забелязвам","32196","",""
"учудя","32192","",""
"костенурка","32191","",""
"католик","32042","",""
"синия","32041","Turkish loan, dialectal lexeme",""
"вино","32040","",""
"черпя","32039","",""
"гощавам","32038","",""
"разпитвам","32037","",""
"Генерал Николаево","32036","",""
"кочан","32005","",""
"беля","32004","",""
"бамя","32003","",""
"търновски","32002","",""
"Ресен","32001","",""
"прочуя","32000","",""
"сиромашки","31999","",""
"тазе","31997","Turkish loan, dialectal lexeme",""
